Iraq,547278,17192931,31831.57077754805158003600
Eritrea,50000,2180419,22931.37236466935942128554
Jordan,6123,1524638,4016.03528181771673013528
Libya,7500,3625624,2068.60943109379240649333
Cambodia,12500,6315638,1979.21413481900007568514
Armenia,5500,3453332,1592.66470759255119403521
Ethiopia,71800,48265398,1487.60816185541451455554
Israel,4661,3232750,1441.80651148403062408166
Azerbaijan,8500,7494800,1134.11965629503122164700
Cyprus,500,663254,753.85900424271847587801
