Iraq,4,547278,65008232704,17192931,31831.57077754805158003600
Israel,4,4661,13054524800,3232750,1441.80651148403062408166
Pakistan,3,12480,26522995370.6667,88207428,141.48468312668633757238
Australia,3,494,291630413141.333,16794479,29.41442839637954830274
China,3,15300,166446581077.333,906270000,16.88238604389420371412
India,4,8329,156972500992,635936361,13.09722247506460791915
United Kingdom,5,312,1413741779353.6,58237650,5.35735902805144094928
France,3,2,1372086687061.33,60140201,0.03325562546756370169
